save_filenames,validity,uniqueness,novelty,sampled_averages,targets,,property_names,no_conditions_mean
./results/quantum_conditions_mean_std/no_conditions.csv,50.519000000000005,38.7992636433817,69.59338809244426,,,,MW,125.12501977473822
./results/quantum_conditions_mean_std/upper_MW.csv,15.556000000000001,65.04885574697866,97.18351615772309,135.73151652095655,137.87912762210297,,HBA,2.312238959599359
./results/quantum_conditions_mean_std/lower_MW.csv,68.223,16.4270114184366,75.71160881591862,112.83031241663367,107.65993555989041,,HBD,0.5469823234822542
./results/quantum_conditions_mean_std/upper_HBA.csv,41.521,23.460417619999518,82.46586592752284,3.9511331615327183,4.341388022367163,,nRot,0.6269720303252242
./results/quantum_conditions_mean_std/lower_HBA.csv,33.228,23.49524497411821,89.70154989112335,0.6258878054652702,0.12082944453132605,,nRing,2.0506146202418893
./results/quantum_conditions_mean_std/upper_HBD.csv,44.51,34.794428218377895,89.88183637889843,2.7917321950123566,2.5048350296171127,,nHet,2.3666739246620083
./results/quantum_conditions_mean_std/lower_HBD.csv,57.416,28.927476661557755,62.44204949123969,0.1513515396405183,0,,TPSA,32.58280310378274
./results/quantum_conditions_mean_std/upper_nRot.csv,50.119,23.541970111135495,65.09026188660056,2.7110277539456096,3.1045142464818762,,LogP,0.30191255349472473
./results/quantum_conditions_mean_std/lower_nRot.csv,59.373,37.207148030249435,74.2881716536146,0.10526670372054638,0,,StereoCenters,2.1143530156970645
./results/quantum_conditions_mean_std/upper_nRing.csv,44.746,42.41719930273097,74.28872497365649,3.740758950520717,4.160138509407557,,,
./results/quantum_conditions_mean_std/lower_nRing.csv,80.66,19.495412844036696,78.41017488076312,0.00013637490701710886,0,,,
./results/quantum_conditions_mean_std/upper_nHet.csv,41.363,36.17484225032033,87.7297333422442,4.822135725165002,4.842426839972925,,,
./results/quantum_conditions_mean_std/lower_nHet.csv,72.931,8.865914357406316,58.768945252087846,0.053941396662598895,0.1017549252836667,,,
./results/quantum_conditions_mean_std/upper_TPSA.csv,40.596,30.38723026899202,88.92671854734111,81.6067718494433,79.66505248138563,,,
./results/quantum_conditions_mean_std/lower_TPSA.csv,72.636,9.185527837435982,63.45923261390888,0.5467601464838371,0,,,
./results/quantum_conditions_mean_std/upper_LogP.csv,73.88,8.569301570113698,71.86858316221766,2.237172905657824,2.3014031237647985,,,
./results/quantum_conditions_mean_std/lower_LogP.csv,36.429,22.745614757473444,88.34178131788559,-1.7443509599494909,-1.7071856980907705,,,
./results/quantum_conditions_mean_std/upper_StereoCenters.csv,49.833,32.64704111733189,74.90319011617186,4.462424497822728,4.772225048681976,,,
./results/quantum_conditions_mean_std/lower_StereoCenters.csv,56.96,40.65835674157303,81.66587503778229,0.41005969101123596,0,,,
